火车站名	经纬度
秧草地	97.3911088501482,37.3211276774614
扬州	119.41941890823,32.4006769360904
扬州东	119.41941890823,32.4006769360904
羊臼河	97.3911088501482,37.3211276774614
羊马	97.3911088501482,37.3211276774614
羊坪	108.819988253998,27.174461113892
羊尾哨	97.3911088501482,37.3211276774614
羊者窝	104.288921339431,24.8525536822735
阳岔	97.3911088501482,37.3211276774614
阳澄湖	97.3911088501482,37.3211276774614
阳春	111.797943960999,22.1689800069596
阳东	112.0123499031,21.8754167113178
阳高	113.755414203323,40.3673918424723
阳高南	113.755414203323,40.3673918424723
阳谷	115.813905713347,36.1325062163801
阳江	111.988489291813,21.8643397261389
阳明堡	97.3911088501482,37.3211276774614
阳平关	106.043884052905,32.9724962995356
阳曲	112.6794089516,38.0646208194482
阳曲西	112.6794089516,38.0646208194482
阳泉	113.598909441102,37.8630358805415
阳泉北	113.444974012302,38.1200438492189
阳泉东	113.607166395859,37.8901894139539
阳朔	110.501776066502,24.7797720214529
阳西	111.624481077249,21.7587006275046
阳新	115.221426771973,29.8365418080861
阳信	117.584437037907,37.6473380349572
阳邑	97.3911088501482,37.3211276774614
杨村	114.470928989838,23.4081358054574
杨岗	97.3911088501482,37.3211276774614
杨林	97.3911088501482,37.3211276774614
杨陵	108.098411430544,34.2903571902561
杨陵南	108.098411430544,34.2903571902561
杨柳青	117.020501320108,39.1347227552842
杨桥	114.124563225992,22.5398520253767
杨漩	97.3911088501482,37.3211276774614
杨源	97.3911088501482,37.3211276774614
洋河	97.3911088501482,37.3211276774614
洋县西	107.552464280583,33.2288625893149
漾濞	99.9644137581677,25.676295762972
姚渡	97.3911088501482,37.3211276774614
姚千户屯	97.3911088501482,37.3211276774614
窑上	97.3911088501482,37.3211276774614
耀州	108.986437900063,34.9159603091095
野三关	110.332553018631,30.6216568561463
野三坡	97.3911088501482,37.3211276774614
野象谷	97.3911088501482,37.3211276774614
叶柏寿	119.651189365401,41.3979630416736
叶城	77.4129069557495,37.881927998225
叶集	115.947475927423,31.8352631422503
一步滩	97.3911088501482,37.3211276774614
一面坡	97.3911088501482,37.3211276774614
一面坡北	97.3911088501482,37.3211276774614
伊春	128.847546380198,47.7333184572309
伊拉哈	97.3911088501482,37.3211276774614
伊宁	81.2794909979444,43.9530374817802
伊通	125.327507772747,43.3486126599413
伊图里河	121.5581915228,50.6348510602111
依安	125.311677823346,47.9014594995023
依兰	129.572023665523,46.3168852368895
黟县东	117.944477241443,29.9310473307045
仪陇	106.309430168437,31.2775973599812
沂南	118.471491540864,35.5560976669498
沂水	118.634617263846,35.7961805847181
迤那	97.3911088501482,37.3211276774614
宜宾	104.631327552251,28.8077846795189
宜宾东	104.607862015727,28.7571564950158
宜宾南	104.553371971307,28.7104652928977
宜宾西	104.607862015727,28.7571564950158
宜昌东	111.377191148726,30.6644098051118
宜城	112.264611441687,31.725469730972
宜春	114.423563675906,27.8208564218482
宜良北	103.197130794155,24.9891082412496
宜耐	97.3911088501482,37.3211276774614
宜兴	119.831606032161,31.3429566242679
宜州	108.617859363468,24.5067103384201
彝良	104.054443030208,27.6316901655466
彝良南	104.054443030208,27.6316901655466
以勒	97.3911088501482,37.3211276774614
弋阳	117.455506376242,28.3840820012308
义马	111.880514780206,34.7530280094725
义乌	120.081580993059,29.3111498754101
义县	121.245568548948,41.5389388622712
益阳	112.39773877693,28.5137021443075
益阳南	112.402541567337,29.3670698533633
银川	106.195494038232,38.4972414135453
银花	97.3911088501482,37.3211276774614
银浪	124.861129011761,46.4966767507331
银瓶	97.3911088501482,37.3211276774614
银滩	97.3911088501482,37.3211276774614
银盏	97.3911088501482,37.3211276774614
尹地	97.3911088501482,37.3211276774614
引镇	97.3911088501482,37.3211276774614
饮马峡	97.3911088501482,37.3211276774614
应城	113.579567396353,30.9339765099133
应县	113.197493539219,39.5600778523753
英德	113.421442974743,24.1919393552167
英德西	113.358742507795,24.1653451025635
英吉沙	76.1838459858115,38.9427500936703
鹰手营子	117.668657670995,40.5557294739827
鹰潭	117.221223628128,28.2954821621657
鹰潭北	117.045529084,28.3113553477646
迎宾路	114.124563225992,22.5398520253767
迎春	97.3911088501482,37.3211276774614
迎龙	97.3911088501482,37.3211276774614
迎祥街	114.124563225992,22.5398520253767
营街	114.124563225992,22.5398520253767
营口	122.271901368683,40.6899966142028
营口东	122.271901368683,40.6899966142028
营盘水	97.3911088501482,37.3211276774614
营山	106.576395965998,31.0704568702984
颍上	116.263476899043,32.6590284688044
颍上北	116.263476899043,32.6590284688044
永安南	120.237008343792,22.8285720419048
永安乡	104.942253995942,29.5124797848279
永城北	116.526441464201,34.2213555921191
永川	105.933499361452,29.3620463359491
永川东	105.933499361452,29.3620463359491
永春	118.300486135274,25.3279742020831
永登	103.266624438229,36.7420952134404
永登北	103.266624438229,36.7420952134404
永丰营	115.447402439885,27.324342103714
永福南	110.005035936609,25.0039145016955
永和	121.524514429211,25.0105044523452
永济	110.45457767131,34.8728297147137
永济北	110.45457767131,34.8728297147137
永康南	120.030507204492,28.8569991754838
永郎	97.3911088501482,37.3211276774614
永平县	99.547494899931,25.4702064832997
永清东	116.502078610295,39.3031523355992
永庆	97.3911088501482,37.3211276774614
永仁	101.686988862847,26.0517575669934
永寿	108.148468786443,34.6980355356167
永寿西	108.148468786443,34.6980355356167
永泰	118.940454521056,25.8546561145023
永修	115.838518909645,29.0180163866707
永州	111.619455057922,26.4258641179001
攸县	113.351578341695,27.0057715652127
攸县南	113.351578341695,27.0057715652127
尤溪	118.197439713647,26.1762180394602
油溪	97.3911088501482,37.3211276774614
友好	128.848680041752,47.8643078957577
酉阳	108.774586007097,28.8470402586741
于都	115.422978770705,25.981209171431
于都北	115.548370721546,26.0652059226146
于田	81.6837829147484,36.8629541361105
余干	116.701600961986,28.7078662444188
余江	116.82509066108,28.2210707847299
余粮堡	97.3911088501482,37.3211276774614
余姚	121.167825956215,30.0604822640691
余姚北	121.17475566458,30.1044919024698
鱼卡	97.3911088501482,37.3211276774614
鱼泉	97.3911088501482,37.3211276774614
俞冲	97.3911088501482,37.3211276774614
榆次	112.714503502111,37.7039404868012
榆林	109.727911035801,38.2782971589523
榆社	112.981598565834,37.0763696687002
榆社西	112.981598565834,37.0763696687002
榆树	126.539609363471,44.8454397276925
榆树沟	126.539609363471,44.8454397276925
榆树屯	126.539609363471,44.8454397276925
榆中	104.119565879276,35.8488510482423
虞城县	115.834472956982,34.4053315020971
雨格	97.3911088501482,37.3211276774614
禹城	116.644371101381,36.9402420087657
禹城东	116.644371101381,36.9402420087657
禹州	113.458725632371,34.1452758952891
玉林	110.163439986116,22.6039330125134
玉门	97.0336163148197,40.286631553567
玉屏	108.939266517202,27.2470540003696
玉泉	111.681575143661,40.758058968635
玉泉镇	104.142189613714,31.2587041170577
玉山	118.251562890097,28.6877496873173
玉山南	118.251562890097,28.6877496873173
玉舍	97.3911088501482,37.3211276774614
玉石	97.3911088501482,37.3211276774614
玉田南	117.747660227037,39.8911416108452
玉田县	117.745434405644,39.9065923481887
玉溪	102.55356029311,24.3577109424462
郁南	111.542048341645,23.2442567320763
郁山	97.3911088501482,37.3211276774614
鸳鸯镇	104.788537226456,34.794752937209
元宝山	119.249437856579,42.240249815284
元江	102.004414636731,23.6030009054745
元谋西	101.847280970875,25.7142750107932
元氏	114.532565518662,37.7723385538555
元田坝	97.3911088501482,37.3211276774614
园墩	97.3911088501482,37.3211276774614
原林	97.3911088501482,37.3211276774614
原平	112.717487134032,38.7364758976049
原平西	112.717487134032,38.7364758976049
源迁	97.3911088501482,37.3211276774614
源潭	97.3911088501482,37.3211276774614
月华	97.3911088501482,37.3211276774614
月亮田	97.3911088501482,37.3211276774614
月山	97.3911088501482,37.3211276774614
岳池	106.44641061972,30.5441198645799
岳阳	113.128544534496,29.3823161699364
岳阳东	113.21510381612,29.3720079010033
岳阳南	113.126593414929,29.380389272308
越西	102.5144744814,28.6458275643261
云彩岭	97.3911088501482,37.3211276774614
云东海	118.775370777932,34.5215120353471
云浮东	112.051512699591,22.9209119703429
云居寺	97.3911088501482,37.3211276774614
云梦	113.759412201826,31.027218220752
云梦东	113.759412201826,31.027218220752
云南驿	97.3911088501482,37.3211276774614
云山	97.3911088501482,37.3211276774614
云县	100.129531024411,24.4428072753291
云霄	117.346448314483,23.9640728282476
云阳	108.913392007858,30.9607222405437
运城	110.997242143446,35.0324884153354
运城北	110.997242143446,35.0324884153354
郓城	115.945393295929,35.581475599283
枣强	115.73781887733,37.5122970758534
枣阳	112.760982907164,32.1287575966566
枣庄	117.312419978633,34.7861852328036
枣庄东	117.555165124051,34.8724254710633
枣庄西	117.260669137187,34.7989108830329
枣子林	97.3911088501482,37.3211276774614
泽普	77.2719123364643,38.2041171033167
增城	113.817545668896,23.2665924006314
扎赉诺尔西	117.700948779918,49.4782250944411
扎兰屯	122.751372823219,48.0230139249475
扎鲁特	97.3911088501482,37.3211276774614
扎罗木得	114.729154005209,22.9927732794776
扎囊	91.3436271276387,29.251164315795
扎音河	97.3911088501482,37.3211276774614
柞水	109.120502272,33.6920262419449
湛江	110.294987036479,21.2491859730754
湛江西	110.365554413928,21.2767234390121
张百湾	117.488001875308,41.0055589916729
张槎	97.3911088501482,37.3211276774614
张家川	106.349297955106,34.9720709342533
张家港	120.680405027179,31.8225909652115
张家界	110.493017587783,29.11066485616
张家界西	110.485532546954,29.1228155625519
张家口	114.892572231452,40.7732372026915
张桥	97.3911088501482,37.3211276774614
张台子	123.27936177779,41.3602597049893
张维屯	127.011381531338,47.0680898070565
张辛	97.3911088501482,37.3211276774614
张掖	100.524689609767,38.9778474286606
张掖西	100.524689609767,38.9778474286606
章丘	117.532565374369,36.6855327514202
章丘北	117.532565374369,36.6855327514202
章丘南	117.532565374369,36.6855327514202
彰武	122.540056612569,42.3804721208274
漳平西	117.368159011194,25.328134965989
漳浦	117.620443352569,24.123461614812
漳县	104.478595325501,34.8542499817781
漳州	117.722438487257,24.4639008909587
樟木头	114.074521859948,22.9072030732372
樟木头东	97.3911088501482,37.3211276774614
樟树	115.580206578978,28.085112110495
樟树东	115.58648402771,27.9841582094727
长安	114.545611609583,38.0432561364981
长安西	114.545611609583,38.0432561364981
长白山	97.3911088501482,37.3211276774614
长城	97.3911088501482,37.3211276774614
长春	125.265914018167,43.8580091519791
长春西	125.206527669716,43.8833134956798
长发屯	130.488379995915,46.7419316862862
长葛	113.782993709599,34.2220903404128
长葛北	113.820657593529,34.2015387543215
长河碥	97.3911088501482,37.3211276774614
长虹	97.3911088501482,37.3211276774614
长乐	119.600652926577,25.8940005833717
长乐东	119.563785121002,25.8623200568882
长乐南	119.600652926577,25.8940005833717
长临河	97.3911088501482,37.3211276774614
长流	97.3911088501482,37.3211276774614
长宁	104.918483844019,28.5833819455746
长农	97.3911088501482,37.3211276774614
长坡岭	97.3911088501482,37.3211276774614
长清	116.758387090946,36.5602158799097
长庆桥	114.124563225992,22.5398520253767
长箐	97.3911088501482,37.3211276774614
长沙	113.071579209244,28.1532302210377
长沙南	113.071579209244,28.1532302210377
长山屯	103.862584118645,36.0395917397591
长寿	107.087531070068,29.8635200673232
长寿北	107.081740413092,29.8865948789641
长寿湖	107.21128621844,29.9713904548449
长汀南	116.363811590334,25.7721621181488
长汀镇	128.920784070312,44.4844889344384
长武	107.805560780053,35.2116573387155
长兴	119.911107147761,30.9958518892326
长兴南	119.911107147761,30.9958518892326
长征	97.3911088501482,37.3211276774614
长治	113.077052060172,36.1945646672579
长治北	113.114923991659,36.0998569157608
长治东	113.122558869849,36.2012683721548
长治南	113.122558869849,36.2012683721548
招柏	97.3911088501482,37.3211276774614
昭山	97.3911088501482,37.3211276774614
昭通	103.797842151198,27.3915750318298
昭通北	103.793552293237,27.3770588456869
昭通南	103.723511771969,27.3440838602468
诏安	117.104310154179,23.778292493076
赵光	126.738648792063,48.0681356234373
照福铺	97.3911088501482,37.3211276774614
肇东	126.005501151786,46.0835554658994
肇庆	112.454639603846,23.0869812892988
肇庆东	112.47148894063,23.0528887711256
柘皋	117.766380285051,31.7782780031316
轸溪	97.3911088501482,37.3211276774614
镇安	109.15957460914,33.4290446501465
镇江	119.439010232758,32.2032701346218
镇江关	97.3911088501482,37.3211276774614
镇江南	119.430819393288,32.1584957918781
镇赉	123.199113980932,45.8507674629332
镇平	112.241271488266,33.0485609666868
镇西	97.3911088501482,37.3211276774614
镇雄	104.880404224311,27.4477946346492
镇远	108.417454680533,27.0405269786327
正定	114.589332048923,38.1594929868512
正定机场	97.3911088501482,37.3211276774614
正镶白旗	115.036621718285,42.2926054292488
郑州	113.660601739797,34.7477407223752
郑州东	113.631419207339,34.7534388504545
郑州航空港	113.631419207339,34.7534388504545
郑州西	113.631419207339,34.7534388504545
政和	118.856982086655,27.3728637603411
支提山	97.3911088501482,37.3211276774614
枝城	111.516138978907,30.276915030833
枝江北	97.3911088501482,37.3211276774614
织金	105.777589547022,26.6692218856588
芷江	109.688976036252,27.4395829395272
纸坊东	97.3911088501482,37.3211276774614
治安	97.3911088501482,37.3211276774614
治江	97.3911088501482,37.3211276774614
中川机场	97.3911088501482,37.3211276774614
中宁	105.691537191198,37.4974208055789
中宁东	105.691537191198,37.4974208055789
中宁南	105.691537191198,37.4974208055789
中山	113.399422362632,22.5223146707905
中山北	113.399422362632,22.5223146707905
中堂	97.3911088501482,37.3211276774614
中卫	105.203570900887,37.5057014187029
中卫南	105.203570900887,37.5057014187029
中寨	97.3911088501482,37.3211276774614
中嘴	97.3911088501482,37.3211276774614
忠工屯	114.124563225992,22.5398520253767
钟家村	97.3911088501482,37.3211276774614
钟山西	97.3911088501482,37.3211276774614
钟祥	112.594471021562,31.174029854963
仲恺	97.3911088501482,37.3211276774614
重庆北	109.020599726862,28.4507685502383
重庆西	106.442445756442,29.506339562145
重庆西2	109.020599726862,28.4507685502383
周家	126.679401770796,45.4677998091748
周口	114.671805387964,33.5857460657526
周口东	114.772883532422,33.650001437532
周宁	119.34556712964,27.1102392804478
朱家沟	97.3911088501482,37.3211276774614
朱家窑	97.3911088501482,37.3211276774614
朱日和	112.906171086061,42.4031994614286
朱砂古镇	97.3911088501482,37.3211276774614
朱石寨	97.3911088501482,37.3211276774614
朱杨溪	105.958311278274,29.0675997380006
珠海	113.582554786549,22.2765646542492
珠海北	113.558409861568,22.4070813883286
珠海机场	113.250885839826,22.1525151041537
珠海长隆	113.544410039692,22.104696280838
珠琳	97.3911088501482,37.3211276774614
珠斯花	119.684509842621,45.5698703133467
株洲	113.178412527577,27.8588075907211
株洲南	113.140470797764,27.8335676390164
株洲西	113.074784992116,27.7970224609368
诸城	119.416402218666,36.0020088580757
诸暨	120.19188500456,29.7333114032915
竹园	105.341765771389,32.2319182035598
驻马店	114.028470781733,33.0178424167437
驻马店西	113.985243152795,33.0066816585188
庄河北	97.3911088501482,37.3211276774614
庄里	97.3911088501482,37.3211276774614
庄桥	114.124563225992,22.5398520253767
庄寨	97.3911088501482,37.3211276774614
准格尔	97.3911088501482,37.3211276774614
涿州	115.981619711382,39.4910658320005
涿州东	115.981619711382,39.4910658320005
卓资东	112.625817033011,40.9301739361664
卓资山	112.568827453491,40.9082247567577
资阳北	104.634435341644,30.1349565592531
资阳西	104.634435341644,30.1349565592531
资中北	104.858494822422,29.7702340325648
资中西	97.3911088501482,37.3211276774614
淄博	118.064054297148,36.8002733195858
淄博北	118.062233431879,36.7951726372684
子长	109.681389859542,37.1488169183674
子洲	110.042398452467,37.6170258875475
紫荆关	115.17787388176,39.4543997652677
紫阳	108.541594316605,32.5257856193644
自贡	104.797930076823,29.3619293148187
自贡北	104.784448846717,29.3455849213276
邹城	117.01440416129,35.40752093245
邹平	117.749478487219,36.8700322166973
遵义	106.953490952424,27.7074634738586
遵义南	106.894104873485,27.6405441210435
